mid	oldName	newName	category	reason
800000035558	星夜拾荒者	深夜故事篓	生活	生活/日常/旅行内容；依据：在深夜收集散落的故事碎片
800000049572	星夜拾荒者	现场收纳盒	舞台	舞台直拍/追星内容；依据：万字深扒当红偶像！队友聚餐他独自离开，深夜逃跑被粉丝偶遇，现场社死名场面
800000057290	星夜拾荒者	开黑记录本	游戏	游戏/实况/攻略内容；依据：卡牌对战游戏史上首个鬼畜大电影！
800000036428	星尘漫游者	宅舞练习室	二次元	二次元/番剧/鬼畜内容；依据：追番日常，偶尔分享二次元好物
800000048050	星尘漫游者	角色强度表	游戏	游戏/实况/攻略内容；依据：偶尔离线看看人间烟火
800000057342	星尘漫游者	未知灵感册	生活	生活/日常/旅行内容；依据：一个对未知领域充满好奇的探索者，喜欢在生活的缝隙里寻找灵感，分享点滴感悟
800000025841	星河漫步者	毛孩子相册	宠物	宠物/动物内容；依据：🐱那只快乐的小猫咪去哪了🐱
800000064812	星河漫步者	生活美学册	生活	生活/日常/旅行内容；依据：热爱探索未知，分享日常点滴与生活美学
800000067876	星河漫步者	趣事思考簿	生活	生活/日常/旅行内容；依据：记录生活中的点点滴滴，分享日常趣事与思考
800000055187	星野绘梦	二创生活册	生活	生活/日常/旅行内容；依据：专注二次元创作与生活记录，分享日常点滴
800000055895	星野绘梦	绘画日常簿	生活	生活/日常/旅行内容；依据：喜欢就关注 别克制 专注二次元绘画日常分享
800000057689	星野绘梦	异族生活录	生活	生活/日常/旅行内容；依据：天价彩礼嫁入非人族群？每日生活曝光引全网围观，这日子谁不羡慕
800000014099	雾隐千寻	动漫吐槽簿	生活	生活/日常/旅行内容；依据：二次元重度患者，日常分享动漫吐槽与生活碎片，拒绝杠精，专注热爱
800000018638	雾隐千寻	云端看戏台	生活	生活/日常/旅行内容；依据：想折腾生活，这波我在云端看戏
800000063620	雾隐千寻	民歌小曲库	音乐	音乐/翻唱/电音内容；依据：偶尔发发日常碎碎念，喜欢安静的角落和深夜的音乐。
800000046285	云端拾荒者	幽默瞬间盒	生活	生活/日常/旅行内容；依据：分享生活中的碎片与幽默瞬间
800000055318	云端拾荒者	开箱小铺子	手工	手工/开箱/周边内容；依据：擅长把全网好料打包搬运
800000050920	云间拾光者	奇幻设定册	科普	科普/宇宙/设定内容；依据："带你探索硬核领域"
800000068163	云间拾光者	治愈片段簿	生活	生活/日常/旅行内容；依据：分享生活中的温暖片段与治愈瞬间
800000006698	像素冒险家	虚拟玩家档案	游戏	游戏/实况/攻略内容；依据：一个沉迷游戏的虚拟玩家，日常分享快乐瞬间
800000038859	像素冒险家	方块世界手册	游戏	游戏/实况/攻略内容；依据：专注泰拉瑞亚实况与攻略分享，偶尔探索新游戏，用镜头记录方块世界的奇妙瞬间
800000066122	史海拾遗者	古今故事箱	生活	生活/日常/旅行内容；依据：漫游古今，用轻松视角解读尘封往事。偶尔也会分享其他生活碎片，带你发现历史
800000067846	史海拾遗者	架空史编年	军事历史	军事/历史/世界观内容；依据：分享冷门历史故事与深度解析
800000049442	星夜追光者	韩娱速递站	舞台	舞台直拍/追星内容；依据：专注韩娱动态与打歌舞台记录
800000061277	星夜追光者	舞台表情包	舞台	舞台直拍/追星内容；依据：追更日常分享与舞台混剪
800000033857	星尘观测者	照片点评席	摄影	摄影/影像/镜头内容；依据：专注于光影艺术的创作与搬运｜致力于构建优质的视觉内容社区｜非独家视频搬运
800000041414	星尘观测者	专属小天地	生活	生活/日常/旅行内容；依据：感谢三连支持，这里是我的专属小天地，专注分享日常与热爱，拒绝网恋与跨平台
800000028297	星海拾荒者	灵感迸发簿	生活	生活/日常/旅行内容；依据：记录日常碎片与偶尔的灵感迸发
800000043480	星海拾荒者	二创资料袋	二次元	二次元/番剧/鬼畜内容；依据：专注二次元深度解析，常驻星穹铁道与JoJo奇妙冒险，偶尔客串五等分的花嫁
800000042399	星轨观测员	破碎感剧场	影视	影视/影评/剧集内容；依据：深夜emo时看剧，喜欢那种破碎感的美学氛围
800000066358	星轨观测员	寻常小确幸	生活	生活/日常/旅行内容；依据：记录日常里的小确幸
800000005437	星野漫步	虚实交界册	生活	生活/日常/旅行内容；依据：热爱二次元与日常碎片，期待与你相遇在虚拟与现实的交界。
800000035170	星野漫步	动画剪辑日记	生活	生活/日常/旅行内容；依据：日常分享动画剪辑，记录生活中的小确幸，感谢各位的支持与陪伴
800000019825	星野观测者	合成器日记	音乐	音乐/翻唱/电音内容；依据：(*•ω•) / 专注二次元音乐解析与创作分享
800000067293	星野观测者	飞行器笔记	科普	科普/宇宙/设定内容；依据：热爱探索未知领域的野生研究员
800000043164	星野追光者	虚拟歌声簿	二次元	二次元/番剧/鬼畜内容；依据：热爱二次元的普通观众，专注于追番与日常分享
800000065208	星野追光者	兴趣爱好档案	生活	生活/日常/旅行内容；依据：日常分享与兴趣爱好记录
800000032847	深海潜行者	舰装攻略库	游戏	游戏/实况/攻略内容；依据：专注碧蓝航线攻略与舰装解析，分享高清壁纸资源，探索提督日常
800000054737	深海潜行者	一线温暖记录	生活	生活/日常/旅行内容；依据：记录医疗一线的温暖瞬间
800000019281	田野拾光者	邻国街头纪实	摄影	摄影/影像/镜头内容；依据：邻国真的神秘吗？探秘朝鲜街头生活与日常面貌
800000041018	田野拾光者	乡野日常簿	生活	生活/日常/旅行内容；依据：记录乡野日常，分享田间地头的朴实生活
800000041768	知识漫游指南	作业档案袋	教育	教程/学习/知识内容；依据：✨拆解复杂概念 ✨拒绝枯燥理论 ✨用通俗语言解读万物 ✨在日常中遇见科学
800000059888	知识漫游指南	世界观档案	科普	科普/宇宙/设定内容；依据：专注日常科普分享，坚持日更记录知识碎片。感谢每一次驻足与关注。
800000014755	碳水快乐星球	厨房实验簿	美食	美食/厨房/探店内容；依据：唯有美食与热爱不可辜负/欢迎安利 /
800000064157	碳水快乐星球	探店饭票夹	美食	美食/厨房/探店内容；依据：穿梭于烟火巷弄与精致料理间，记录每一口治愈瞬间
800000053491	视界漫游者	万物视觉簿	摄影	摄影/影像/镜头内容；依据：探索未知领域 感受万物之美 专注视觉与心灵的极致体验 感谢你的驻足与陪伴
800000067781	视界漫游者	点滴见闻册	生活	生活/日常/旅行内容；依据：记录生活中的点滴美好，分享日常感悟与见闻
800000015518	青柠气泡水	回归待办簿	生活	生活/日常/旅行内容；依据：忙碌于现实生活，暂时淡出创作，期待回归
800000068048	青柠气泡水	观影反应室	影视	影视/影评/剧集内容；依据：喜欢分享日常观影感悟与反应，记录生活中的小确幸，愿大家平安顺遂
800000009031	青柠汽水	蹲更记录册	生活	生活/日常/旅行内容；依据：追更系列作ing，期待每一次更新，日常蹲守中
800000068400	青柠汽水	碎片小确幸	生活	生活/日常/旅行内容；依据：分享日常小确幸与碎片化生活记录
800000033368	音律漫游者	节拍工作室	音乐	音乐/翻唱/电音内容；依据：论顶级作词人的歌词天花板，哪一首能登顶你的私藏歌单？
800000054552	音律漫游者	高音练习册	音乐	音乐/翻唱/电音内容；依据：沉迷旋律与节拍，分享日常听到的好音乐，愿音符能治愈你
800000059570	书海拾贝者	复习便利贴	教育	教程/学习/知识内容；依据：沉浸在文字的世界里，记录阅读感悟与生活点滴，期待与同样爱书的你相遇
800000062514	二次元梦游者	偷拍视角日记	生活	生活/日常/旅行内容；依据：偷拍视角下的日常瞬间
800000017657	云栖拾光	沉浸体验册	生活	生活/日常/旅行内容；依据：沉浸式体验：当代年轻人的日常瞬间
800000030214	云梦拾光	随缘看番簿	生活	生活/日常/旅行内容；依据：随缘更新，喜欢安静看番和记录日常的小透明
800000066271	云深不知鹿	奶油胶日记	手工	手工/开箱/周边内容；依据：漫威联名款防滑手套开箱测评
800000016635	云端观测者	干唇护理记	生活	生活/日常/旅行内容；依据：分享日常琐碎与干唇护理心得
800000055846	云间拾梦	好奇心日志	生活	生活/日常/旅行内容；依据：保持好奇，记录生活中的小确幸
800000063482	云间拾梦者	平凡日子册	生活	生活/日常/旅行内容；依据：分享生活点滴与日常碎片，记录平凡日子里的小确幸
800000054577	像素织梦者	荒诞脑洞簿	生活	生活/日常/旅行内容；依据：偶尔捕捉生活中的荒诞瞬间，专注于二创领域的脑洞大开。热衷于探索各种奇葩素
800000031470	光影漫步者	经典影评席	影视	影视/影评/剧集内容；依据：专注电影赏析与经典影评，分享光影背后的故事与感动
800000042910	光影解读者	镜头语言课	影视	影视/影评/剧集内容；依据：用镜头语言拆解故事内核，在银幕方寸间探寻人性的幽微与光辉
800000057542	剧海拾荒者	拉美剧预言家	影视	影视/影评/剧集内容；依据：这部剧的尺度还是保守了，这部拉美剧早就预言了结局
800000055593	剪辑小能手	学生剪辑簿	生活	生活/日常/旅行内容；依据：学生党日常，偶尔产出剪辑作品，风格随性，随缘更新，感谢陪伴
800000043612	发丝造梦师	科学小黑板	科普	科普/宇宙/设定内容；依据：专注发型设计与审美提升 🇨🇳 持续分享原创造型灵感 探索日常与时尚的平衡
800000045371	吃瓜路人甲	热点碎片册	生活	生活/日常/旅行内容；依据：专注记录日常碎片与热点观察
800000067964	味蕾漫游者	治愈吃播簿	生活	生活/日常/旅行内容；依据：分享日常美食与治愈系吃播，探索舌尖上的小确幸，记录每一次满足的味蕾体验
800000041644	味觉漫游者	探店评测本	生活	生活/日常/旅行内容；依据：专注于美食探店与评测的分享者，喜欢记录生活中的美味瞬间，偶尔在群里聊聊吃
800000024437	喵星观测员	猫咪碎碎念	生活	生活/日常/旅行内容；依据：偶尔记录猫咪的日常碎碎念
800000049360	墨迹流年	日常始终簿	生活	生活/日常/旅行内容；依据：靡不有初，鲜克有终，专注日常分享与记录
800000066448	干饭小雷达	知识补给站	科普	科普/宇宙/设定内容；依据：热衷于探索各种奇特的饮食方式，喜欢挑战快速进食的极限，对独特风味情有独钟
800000026861	影海拾荒者	剪辑日常簿	生活	生活/日常/旅行内容；依据：剪辑日常，谢绝搬运修改，违者必究
800000044511	影界拾遗者	冷片挖掘局	影视	影视/影评/剧集内容；依据：专注挖掘全球冷门佳作与经典烂片的影视区观察者
800000018663	拾光剪辑手	平凡微光册	生活	生活/日常/旅行内容；依据：用镜头捕捉生活碎片，记录平凡日子里的微光
800000056379	拾光放映室	深夜守片人	影视	影视/影评/剧集内容；依据：深夜剧场，专注经典影视杂谈与独家视角解读，愿做你屏幕前的守夜人
800000042308	拾光漫游者	日常点滴簿	生活	生活/日常/旅行内容；依据：记录日常中的小确幸，分享生活点滴
800000051794	故事铺子老板	房产失落记	生活	生活/日常/旅行内容；依据：我在某二线城市购置房产，数载间损失巨额资金与理想生活
800000049586	星夜漫游者	概念拆解员	科普	科普/宇宙/设定内容；依据：每晚九点半，一起探索深夜的奇妙世界
800000067440	星尘探索者	历史资料柜	科普	科普/宇宙/设定内容；依据：用轻松有趣的方式拆解硬核知识，一起探索世界的奥秘
800000055431	星河拾光者	温暖瞬间箱	生活	生活/日常/旅行内容；依据：感谢每一个温暖的瞬间
800000038171	星河拾荒者	冷门治愈片	生活	生活/日常/旅行内容；依据：收集那些能让人瞬间平静下来的冷门佳作，愿每一次观看都能治愈疲惫
800000010868	星河观测者	美好瞬间录	生活	生活/日常/旅行内容；依据：日常分享生活点滴，记录美好瞬间
800000060197	星轨拾音者	爱豆档案夹	舞台	舞台直拍/追星内容；依据：热爱舞台艺术的记录者，收集每一个动人瞬间与高光时刻
800000061363	星轨放映室	经典动画修复间	影视	影视/影评/剧集内容；依据：专注动画解析与经典剧集重温，用镜头语言拆解每一帧的匠心
800000023837	星轨漫步者	RPG杂谈铺	游戏	游戏/实况/攻略内容；依据：专注RPG游戏深度解析，分享攻略心得与趣味杂谈
800000068178	星轨观察者	生活感悟手札	生活	生活/日常/旅行内容；依据：记录日常点滴，分享生活感悟
800000061676	星轨观测站	直拍放大镜	舞台	舞台直拍/追星内容；依据：记录少年们破茧成蝶的成长轨迹，专注舞台高光与幕后日常
800000057672	星辰守望者	时事取景册	摄影	摄影/影像/镜头内容；依据：关注时事动态，保持独立思考
800000067752	星辰漫游者	脑洞日常本	生活	生活/日常/旅行内容；依据：在B站记录日常与脑洞
800000058083	星辰观测者	小确幸收纳盒	生活	生活/日常/旅行内容；依据：记录日常，分享生活中的小确幸
800000027249	星野听风	随感切片机	生活	生活/日常/旅行内容；依据：日常分享生活碎片与随感
800000067205	星野微凉	小爪档案袋	宠物	宠物/动物内容；依据：05年二次元爱好者，游戏涵盖了永劫无间和瓦罗兰特，也常玩英雄联盟。喜欢J
800000067118	星野拾光录	点滴美好手册	生活	生活/日常/旅行内容；依据：记录生活点滴与美好瞬间
800000028865	星野拾光者	幽默探索日记	生活	生活/日常/旅行内容；依据：偶尔分享日常，偶尔追逐光影，生活嘛，就是要带着点幽默感去探索
800000050129	星野碎碎念	生活剪辑相册	生活	生活/日常/旅行内容；依据：日常剪辑爱好者，记录生活里的碎片光影
800000056325	林间小鹿	点滴旅行札记	生活	生活/日常/旅行内容；依据：专注生活分享，记录日常点滴
800000054598	林间拾光	影像系统试车间	摄影	摄影/影像/镜头内容；依据：专注汽车评测与数码摄影体验，喜欢探索影像系统的无限可能
800000055280	林间拾光者	校园青春镜头	生活	生活/日常/旅行内容；依据：镜头里的青春碎片，用光影记录校园日常
800000053441	林间漫步者	山河旅途手记	生活	生活/日常/旅行内容；依据：行走山河间，用脚步丈量世界的温度。记录旅途中的点滴感动，分享简单纯粹的生
800000062409	森屿鹿鸣	生态奇境档案	游戏	游戏/实况/攻略内容；依据：漫步于虚构的生态奇境，记录那些未被驯服的灵动瞬间。
800000039529	橘座饲养员	橘猫鲜食厨房	生活	生活/日常/旅行内容；依据：记录与多只橘猫的日常生活，致力于科学喂养与毛孩子健康。分享自制鲜食教程，
800000033783	次元漫游者	动画切片铺	二次元	二次元/番剧/鬼畜内容；依据：深耕二次元领域的视频创作者，专注动漫盘点与游戏实况，期待与各位在弹幕中相
800000039992	汽修小百科	山路试车员	汽车	汽车/驾驶/车况内容；依据：专注车辆维修技术，分享实用干货
800000037873	空域观测者	教程小黑板	教育	教程/学习/知识内容；依据：专注航拍与穿越机文化，分享硬核飞行技巧与设备评测，致力于探索天空的无限视
800000067640	笑点收集员	快乐瞬间收集站	生活	生活/日常/旅行内容；依据：日常分享快乐瞬间
800000039913	纸鸢绘梦	线条日常画簿	生活	生活/日常/旅行内容；依据：笔尖流淌的日常碎片，用线条记录生活里的温柔与倔强
800000058649	绿茵守望者	赛场情绪记录员	游戏	游戏/实况/攻略内容；依据：竞技赛场的情感起伏记录
800000024889	舞步轻扬	街舞课堂日记	生活	生活/日常/旅行内容；依据：专注街舞教学，分享原创编舞分解动作与课堂日常
800000035605	花间拾趣	手作生活美学	生活	生活/日常/旅行内容；依据：专注生活美学与手作日常，记录岁月静好
800000042826	荒野漫游者	荒野乱斗放映厅	游戏	游戏/实况/攻略内容；依据：专注荒野乱斗操作解析与高光集锦，分享游戏乐趣，感谢每一份支持与陪伴
800000049249	薄荷微凉	备考日记本	教育	教程/学习/知识内容；依据：秋冬发型加分项！4种发箍实用佩戴技巧
800000047986	视觉漫游者	平面视觉笔记	摄影	摄影/影像/镜头内容；依据：喜欢记录生活中的美好瞬间，专注平面设计与视觉表达，探索美学与实用的平衡
800000035432	译海拾贝	一手资讯译站	游戏	游戏/实况/攻略内容；依据：专注一手资讯直译，用简洁文字还原事件本质，拒绝二手转述。
800000064419	资讯观察员	热点深度笔记	游戏	游戏/实况/攻略内容；依据：专注热点追踪，分享深度见解
800000015674	赛博守望者	幻想小剧场	二次元	二次元/番剧/鬼畜内容；依据：沉迷特摄与二次元创作，记录每一次心跳
800000064691	追剧小雷达	高分剧追更室	影视	影视/影评/剧集内容；依据：专注影视解说，每日更新高分好剧，带你解锁更多冷门佳作
800000021564	雾岛听风	惬意实况手记	生活	生活/日常/旅行内容；依据：偶尔制作一些轻松惬意的游戏实况、日常记录、旅行足迹与运动瞬间
800000007560	青岚拾梦	自在成长手册	生活	生活/日常/旅行内容；依据：专注女性成长与生活美学，记录不讨好他人的自在日常。
800000033837	风铃草的梦	快乐聊天星球	生活	生活/日常/旅行内容；依据：喜欢分享日常趣事，这里是我的快乐星球，欢迎新朋友一起来聊天玩耍٩( 'ω
800000067059	食光漫步者	三餐烟火手账	生活	生活/日常/旅行内容；依据：三餐四季，记录日常美食与烟火气。喜欢探索街头巷尾的小馆子，也爱在家动手复
